customer_id,customer_name,customer_type,region_id,size_band
C01600,Balay and Sons,Contractor,R02,Small
C01601,Sunder and Sons,Fleet,R03,Medium
C01602,Balay PLC,Rental,R04,Small
C01603,"Rama, Suri and Vora",Contractor,R04,Medium
C01604,"Kunda, Bawa and Peri",Government,R02,Small
C01605,Bobal Inc,Fleet,R01,Medium
C01606,Swamy Inc,Rental,R04,Small
C01607,Bhat-Patel,Rental,R01,Small
C01608,"Sagar, Pillay and Bhardwaj",Contractor,R04,Small
C01609,"Lata, Wadhwa and Baria",Contractor,R04,Small
C01610,"Bobal, Modi and Brahmbhatt",Government,R04,Small
C01611,Venkataraman Inc,Fleet,R05,Medium
C01612,Kashyap PLC,Contractor,R05,Small
C01613,Gupta-Hans,Contractor,R03,Medium
C01614,"Kothari, Gola and Sagar",Fleet,R05,Medium
C01615,"Cherian, Parmar and Shanker",Contractor,R04,Medium
C01616,"Sane, Chawla and Ganesan",Fleet,R02,Medium
C01617,Ratti PLC,Fleet,R01,Medium
C01618,Dugar-Walla,Fleet,R02,Small
C01619,"Savant, Pandey and Murty",Rental,R03,Medium
C01620,"Nair, Prabhu and Sachar",Contractor,R04,Small
C01621,"Sani, Naik and Khosla",Rental,R05,Medium
C01622,"Kala, Prashad and Kumar",Contractor,R02,Medium
C01623,Sethi-Sem,Fleet,R01,Small
C01624,Acharya-Banerjee,Contractor,R06,Small
C01625,Babu-Vasa,Contractor,R01,Small
C01626,Mittal Inc,Fleet,R03,Medium
C01627,Kapadia-Kala,Contractor,R04,Large
C01628,Bains-Majumdar,Fleet,R03,Small
C01629,"Vaidya, Dubey and Chandra",Contractor,R01,Medium
C01630,Sharma LLC,Contractor,R01,Large
C01631,Devi LLC,Fleet,R01,Small
C01632,Krish-Kaul,Fleet,R04,Small
C01633,Mital-Chanda,Government,R03,Medium
C01634,"Ratta, Kalla and Brahmbhatt",Contractor,R02,Medium
C01635,"Nair, Subramanian and Ghose",Fleet,R04,Medium
C01636,Chandran-Mital,Rental,R05,Small
C01637,Raj Inc,Fleet,R01,Small
C01638,Natt LLC,Contractor,R03,Small
C01639,Saha-Dara,Rental,R04,Small
C01640,Apte Ltd,Fleet,R02,Small
C01641,"Raja, Bhagat and Mody",Fleet,R02,Medium
C01642,"Barman, Nagar and Zacharia",Fleet,R04,Small
C01643,"Doctor, Narain and Thakkar",Fleet,R05,Medium
C01644,"Kant, Dua and Bedi",Fleet,R05,Small
C01645,"Ramaswamy, Sehgal and Thaman",Contractor,R04,Medium
C01646,Kapadia Group,Fleet,R05,Small
C01647,Ramesh-Divan,Contractor,R02,Small
C01648,Nayar Inc,Rental,R04,Small
C01649,Bawa-Rastogi,Government,R03,Large
C01650,Chada-Rastogi,Contractor,R02,Medium
C01651,"Saraf, De and Deshmukh",Fleet,R04,Small
C01652,Hora-Sura,Contractor,R03,Small
C01653,Hayre-Viswanathan,Contractor,R02,Large
C01654,Kibe Inc,Contractor,R06,Small
C01655,Sani-Naik,Fleet,R01,Small
C01656,"Chakraborty, Chowdhury and Sachdev",Rental,R02,Medium
C01657,Pau-Pall,Contractor,R01,Large
C01658,Nagi LLC,Fleet,R05,Small
C01659,"Bajwa, Mody and Gara",Contractor,R04,Small
C01660,Sathe-Dhingra,Contractor,R02,Large
C01661,Basu-Kaur,Government,R04,Small
C01662,Prakash and Sons,Contractor,R03,Small
C01663,"Chada, Chowdhury and Bhagat",Government,R05,Medium
C01664,Divan LLC,Fleet,R03,Medium
C01665,Oza Ltd,Contractor,R03,Small
C01666,Mody Group,Contractor,R06,Large
C01667,Bajaj-Narula,Fleet,R02,Medium
C01668,Yogi and Sons,Fleet,R01,Small
C01669,Virk LLC,Government,R04,Large
C01670,"Subramanian, Dhaliwal and Badami",Fleet,R06,Small
C01671,Vyas-Bassi,Contractor,R02,Small
C01672,Garde-Bhasin,Fleet,R01,Medium
C01673,Iyer-Madan,Fleet,R02,Small
C01674,Shroff Ltd,Fleet,R03,Small
C01675,Bhavsar Group,Rental,R01,Small
C01676,"Madan, Parsa and Chokshi",Government,R04,Small
C01677,Master Ltd,Rental,R06,Medium
C01678,Kashyap-Rai,Contractor,R03,Medium
C01679,"Chaudhary, Mutti and Sundaram",Fleet,R02,Large
C01680,"Wali, Chakrabarti and Grewal",Contractor,R03,Small
C01681,Tella Group,Contractor,R01,Small
C01682,"Bains, Baral and Kota",Government,R05,Small
C01683,"Mody, Nath and Suri",Fleet,R03,Small
C01684,Dugar-Badami,Contractor,R03,Small
C01685,Pandey-Pant,Fleet,R04,Medium
C01686,"Mittal, Keer and Thaker",Fleet,R03,Large
C01687,Bhatia-Kurian,Contractor,R04,Large
C01688,Balan-Mammen,Contractor,R01,Small
C01689,Doshi LLC,Contractor,R05,Medium
C01690,Devan-Chahal,Contractor,R06,Small
C01691,"Raja, Verma and Karan",Contractor,R04,Small
C01692,Khosla-Dua,Government,R06,Medium
C01693,Muni-Narayan,Rental,R01,Medium
C01694,Deep-Jhaveri,Rental,R03,Small
C01695,"Devi, Jain and Devi",Government,R04,Small
C01696,Viswanathan-Deshmukh,Fleet,R04,Small
C01697,Dhillon-Dugar,Contractor,R03,Medium
C01698,Bir-Walia,Contractor,R02,Small
C01699,"Dani, Gour and Nadkarni",Fleet,R01,Large
C01700,Balan LLC,Government,R03,Small
C01701,Sabharwal-Mitter,Fleet,R01,Small
C01702,Mahal-Doshi,Rental,R05,Small
C01703,Chhabra and Sons,Contractor,R02,Small
C01704,Bal PLC,Contractor,R01,Small
C01705,"Loke, Kashyap and Kata",Contractor,R03,Medium
C01706,Bal LLC,Rental,R04,Medium
C01707,Sood and Sons,Contractor,R05,Large
C01708,"Singh, Prakash and Gour",Contractor,R04,Medium
C01709,Swamy-Som,Fleet,R02,Medium
C01710,Gade and Sons,Contractor,R05,Medium
C01711,Bali Group,Fleet,R03,Medium
C01712,Madan Group,Contractor,R01,Small
C01713,Jain and Sons,Contractor,R04,Small
C01714,Goel Group,Contractor,R06,Small
C01715,"Suri, Nair and Shankar",Fleet,R03,Small
C01716,Sane Group,Fleet,R02,Small
C01717,Rai Ltd,Contractor,R01,Large
C01718,Ramesh-Yadav,Fleet,R01,Small
C01719,"Barad, Verma and Chopra",Fleet,R03,Small
C01720,Shan-Basak,Fleet,R04,Small
C01721,Venkataraman PLC,Rental,R01,Small
C01722,Baral-Ram,Contractor,R06,Small
C01723,"Bawa, Gupta and Manne",Contractor,R05,Small
C01724,Rao-Modi,Fleet,R04,Small
C01725,Shenoy-Ganesan,Fleet,R05,Small
C01726,Menon-Bhagat,Government,R01,Medium
C01727,"Varughese, Dhar and Sheth",Contractor,R03,Medium
C01728,"Seth, Chana and Tella",Fleet,R04,Small
C01729,Gole PLC,Fleet,R05,Small
C01730,"Deshmukh, Ramaswamy and Sachdev",Fleet,R05,Small
C01731,Seshadri-Bakshi,Contractor,R02,Medium
C01732,Setty PLC,Government,R06,Small
C01733,"Jaggi, Sha and Chana",Fleet,R01,Small
C01734,Naik-Gade,Fleet,R05,Medium
C01735,"Dasgupta, Chand and Comar",Fleet,R06,Small
C01736,"Sengupta, Patil and Chada",Rental,R01,Small
C01737,"Rajagopalan, Vaidya and Dutta",Fleet,R05,Small
C01738,Rai-Bassi,Government,R01,Large
C01739,Nayak PLC,Contractor,R03,Medium
C01740,"Doctor, Gaba and Dhillon",Contractor,R03,Medium
C01741,Behl Group,Fleet,R04,Small
C01742,More-Sehgal,Fleet,R06,Small
C01743,Golla-Dalal,Contractor,R04,Large
C01744,Jain Inc,Government,R03,Large
C01745,"Kulkarni, Arora and Shanker",Contractor,R05,Small
C01746,Tara-Ahluwalia,Contractor,R06,Medium
C01747,"Tak, Khanna and Kalla",Fleet,R01,Small
C01748,"Soni, Setty and Rout",Rental,R06,Small
C01749,Buch-Ahuja,Government,R01,Medium
C01750,Mall PLC,Fleet,R05,Small
C01751,"Johal, Bawa and Goyal",Rental,R02,Large
C01752,Bhakta Ltd,Contractor,R01,Small
C01753,Bansal-Dhillon,Contractor,R03,Small
C01754,Misra LLC,Contractor,R04,Large
C01755,Bawa Inc,Government,R03,Large
C01756,Gokhale-Edwin,Contractor,R01,Small
C01757,"Mane, Goel and Shah",Fleet,R04,Small
C01758,"Parsa, Banik and Chander",Fleet,R06,Medium
C01759,Naidu-Pillay,Rental,R03,Small
C01760,Bir-Sane,Fleet,R02,Large
C01761,"Bhattacharyya, Master and Sinha",Contractor,R03,Large
C01762,Dara Ltd,Contractor,R01,Small
C01763,Narayan-Vyas,Contractor,R05,Small
C01764,Vohra-Kadakia,Contractor,R05,Small
C01765,"Kadakia, Bhardwaj and Chopra",Rental,R04,Large
C01766,"Wadhwa, Chahal and Sule",Fleet,R02,Small
C01767,"Mani, Sane and Nadig",Fleet,R05,Small
C01768,Vora-Pandya,Fleet,R03,Small
C01769,Taneja PLC,Rental,R05,Medium
C01770,"Tank, Tailor and Gole",Contractor,R04,Small
C01771,"Kaul, Mannan and Hari",Fleet,R05,Small
C01772,Dani Inc,Government,R04,Large
C01773,Dalal-Johal,Rental,R03,Large
C01774,"Sachdeva, Sachdev and Bath",Government,R06,Medium
C01775,Palla-Kala,Rental,R03,Small
C01776,Jaggi Ltd,Fleet,R04,Small
C01777,Kumar-Bir,Government,R02,Medium
C01778,Mital-Toor,Contractor,R04,Small
C01779,"Naik, Ahuja and Comar",Government,R04,Large
C01780,"Nath, Om and Randhawa",Contractor,R02,Medium
C01781,"Balakrishnan, Gill and Hari",Government,R01,Small
C01782,Nigam-Srinivas,Contractor,R04,Large
C01783,Banik-Deshpande,Fleet,R05,Large
C01784,Dugal-Sharma,Contractor,R03,Small
C01785,"Nayak, Shere and Sachdev",Rental,R02,Small
C01786,"Bhalla, Verma and Mistry",Rental,R04,Small
C01787,"Mutti, Wason and Bahl",Fleet,R01,Small
C01788,Narula LLC,Fleet,R03,Small
C01789,Dixit LLC,Fleet,R01,Medium
C01790,Nori Group,Contractor,R02,Large
C01791,"Warrior, Gandhi and Ramachandran",Government,R02,Small
C01792,Dada LLC,Fleet,R03,Small
C01793,"Murty, Balay and Magar",Contractor,R01,Medium
C01794,Chadha-Taneja,Government,R03,Small
C01795,Prabhu Group,Contractor,R03,Medium
C01796,Kalita-Vohra,Contractor,R03,Small
C01797,Gill-Choudhury,Contractor,R03,Small
C01798,Barad-Jaggi,Contractor,R05,Small
C01799,Sawhney PLC,Fleet,R01,Medium
C01800,Subramanian PLC,Contractor,R03,Small
C01801,Gupta LLC,Contractor,R01,Medium
C01802,Viswanathan-Mukherjee,Rental,R01,Small
C01803,Dhar-Chaudhari,Contractor,R04,Small
C01804,"Deo, Jha and Bansal",Government,R04,Small
C01805,Ram-Vig,Fleet,R05,Large
C01806,Agrawal LLC,Contractor,R03,Large
C01807,Chahal LLC,Fleet,R06,Small
C01808,Batra-Chauhan,Fleet,R01,Small
C01809,"Muni, Bajaj and Muni",Contractor,R01,Small
C01810,"Kadakia, Nagi and Iyer",Rental,R01,Small
C01811,Mangat LLC,Fleet,R02,Small
C01812,"Nagar, Sastry and Dalal",Contractor,R03,Large
C01813,Dixit-Dugar,Government,R04,Large
C01814,Contractor-Aurora,Fleet,R01,Small
C01815,"Varkey, Chaudry and Jhaveri",Contractor,R06,Small
C01816,"Palla, Nagar and Madan",Contractor,R05,Medium
C01817,Mander PLC,Contractor,R02,Medium
C01818,Garg Inc,Fleet,R01,Small
C01819,Nigam-Zachariah,Contractor,R01,Small
C01820,Bedi-De,Government,R01,Small
C01821,Sinha Ltd,Contractor,R01,Small
C01822,Cherian Group,Fleet,R03,Small
C01823,Chadha Group,Government,R02,Small
C01824,Gola-Sehgal,Fleet,R02,Medium
C01825,"Parekh, Muni and Natarajan",Contractor,R06,Small
C01826,Walla Inc,Fleet,R04,Small
C01827,Deep-Chander,Rental,R06,Small
C01828,"Sidhu, Chatterjee and Shah",Contractor,R01,Medium
C01829,Shroff-Singhal,Fleet,R03,Medium
C01830,Kapur and Sons,Fleet,R03,Small
C01831,"Kuruvilla, Patla and Ramanathan",Fleet,R01,Small
C01832,Narayanan LLC,Rental,R01,Large
C01833,Sura-Balan,Rental,R04,Small
C01834,Soman Inc,Contractor,R04,Small
C01835,Srinivas-Shenoy,Contractor,R03,Small
C01836,Mandal LLC,Contractor,R03,Small
C01837,"Datta, Trivedi and Chauhan",Rental,R03,Small
C01838,Chhabra-Nanda,Contractor,R01,Large
C01839,"Bobal, Mittal and Walia",Contractor,R02,Medium
C01840,Rattan-Sachdev,Contractor,R01,Small
C01841,Kohli PLC,Contractor,R01,Large
C01842,Subramaniam Group,Fleet,R06,Small
C01843,Oak and Sons,Contractor,R04,Small
C01844,"Sankar, Saran and Oommen",Contractor,R05,Medium
C01845,"Keer, Ghose and Brahmbhatt",Government,R02,Medium
C01846,"Sur, Contractor and Sheth",Fleet,R03,Small
C01847,Chatterjee-Saxena,Contractor,R02,Small
C01848,Morar Group,Contractor,R01,Medium
C01849,Chopra Ltd,Contractor,R01,Medium
C01850,"Raghavan, Narang and Talwar",Fleet,R05,Medium
C01851,"Bhat, Chana and Kalla",Contractor,R04,Small
C01852,Acharya and Sons,Contractor,R03,Small
C01853,"Dixit, Sethi and Wali",Contractor,R03,Small
C01854,Ramakrishnan-Sekhon,Contractor,R06,Small
C01855,Jha Ltd,Contractor,R01,Large
C01856,Mistry-Modi,Government,R02,Small
C01857,Padmanabhan-Chakraborty,Fleet,R02,Small
C01858,"Anand, Uppal and Raval",Government,R05,Medium
C01859,Menon Inc,Contractor,R06,Small
C01860,Bera-Acharya,Fleet,R02,Small
C01861,"Parmer, Choudhary and Manda",Fleet,R05,Medium
C01862,Keer Group,Fleet,R05,Medium
C01863,"Ramesh, Nadkarni and Raja",Government,R02,Medium
C01864,Raj-Saran,Contractor,R03,Small
C01865,"Kakar, Ghose and Soman",Government,R03,Medium
C01866,Guha PLC,Contractor,R06,Medium
C01867,Parsa-Sahni,Contractor,R02,Small
C01868,Mani Ltd,Fleet,R05,Small
C01869,Desai Inc,Fleet,R02,Medium
C01870,Babu and Sons,Contractor,R05,Small
C01871,"Sur, Sarkar and Deshpande",Fleet,R03,Medium
C01872,Devan Ltd,Fleet,R04,Small
C01873,Shah-Sandal,Contractor,R05,Small
C01874,"Gole, Sha and Upadhyay",Contractor,R05,Small
C01875,Sengupta-Rajagopalan,Rental,R05,Medium
C01876,Kara-Grewal,Rental,R01,Small
C01877,Amble-Tara,Contractor,R04,Small
C01878,"Khalsa, Thaker and Luthra",Contractor,R01,Medium
C01879,Peri-Bandi,Contractor,R03,Medium
C01880,Subramanian Ltd,Government,R03,Large
C01881,Chowdhury-Subramaniam,Fleet,R03,Small
C01882,"Buch, Dhar and Vyas",Contractor,R03,Small
C01883,Shroff-Varughese,Government,R06,Large
C01884,Virk PLC,Contractor,R01,Medium
C01885,Korpal Group,Contractor,R04,Small
C01886,"Brahmbhatt, Zacharia and Muni",Contractor,R03,Small
C01887,"Bera, Oza and Warrior",Fleet,R01,Medium
C01888,Singh Group,Contractor,R01,Small
C01889,"Singh, Narula and Sama",Fleet,R06,Medium
C01890,Menon-Mann,Fleet,R05,Small
C01891,Banik Ltd,Fleet,R06,Small
C01892,"Modi, Lad and Bhat",Government,R06,Medium
C01893,"Solanki, Gara and Behl",Fleet,R02,Small
C01894,"Manne, Bala and Mangat",Contractor,R02,Small
C01895,Butala-Date,Fleet,R04,Small
C01896,"Bose, Mall and Krishnan",Rental,R03,Small
C01897,Mand LLC,Fleet,R03,Medium
C01898,Atwal-Choudhury,Contractor,R02,Medium
C01899,"Ghosh, Dora and Sekhon",Rental,R04,Medium
C01900,Gill-Lal,Government,R04,Small
C01901,"Keer, Sundaram and Golla",Fleet,R01,Small
C01902,"Bali, Oza and Chad",Government,R03,Small
C01903,Dube Group,Contractor,R03,Large
C01904,Rajagopal-Khanna,Contractor,R04,Medium
C01905,"Sarraf, Ganesh and Kade",Fleet,R02,Medium
C01906,"Pai, Bhagat and Lalla",Fleet,R05,Small
C01907,Ben and Sons,Contractor,R01,Small
C01908,Rastogi-Soni,Contractor,R02,Small
C01909,Soni-Walia,Contractor,R05,Small
C01910,Raghavan Ltd,Contractor,R04,Small
C01911,"Ramakrishnan, Som and Lala",Government,R02,Large
C01912,Wali Group,Fleet,R04,Small
C01913,Mani Group,Contractor,R04,Small
C01914,Mutti-Wagle,Fleet,R05,Small
C01915,"Barman, Chatterjee and Wali",Government,R05,Large
C01916,"Pandya, Sankaran and Mahajan",Contractor,R04,Medium
C01917,Madan-Loke,Rental,R03,Medium
C01918,Kumer Ltd,Fleet,R01,Large
C01919,"Raman, Shenoy and Khurana",Fleet,R02,Small
C01920,"Hayer, Venkatesh and Nazareth",Fleet,R03,Medium
C01921,"Gole, Munshi and Anne",Fleet,R04,Small
C01922,"Anand, Bir and Arora",Fleet,R03,Small
C01923,Chaudhari-Vohra,Rental,R02,Medium
C01924,Sehgal LLC,Fleet,R01,Medium
C01925,Mander LLC,Fleet,R03,Small
C01926,Bandi Inc,Government,R02,Small
C01927,"Chanda, Bhandari and Kalla",Contractor,R05,Small
C01928,"Dara, Dar and Chadha",Government,R01,Small
C01929,"De, Prashad and Goyal",Fleet,R04,Small
C01930,Gour LLC,Contractor,R06,Small
C01931,Sibal-Borra,Fleet,R01,Small
C01932,"Setty, Malhotra and Sane",Fleet,R03,Medium
C01933,"Naik, Kurian and Edwin",Rental,R01,Small
C01934,Malhotra Inc,Fleet,R04,Small
C01935,Rama-Natarajan,Contractor,R03,Small
C01936,Kuruvilla LLC,Contractor,R03,Medium
C01937,Sastry Inc,Fleet,R03,Small
C01938,Iyer-Ramaswamy,Rental,R05,Small
C01939,Swamy Inc,Fleet,R02,Small
C01940,Zachariah Group,Contractor,R01,Medium
C01941,Cherian Group,Rental,R05,Medium
C01942,"Lad, Chauhan and Banerjee",Contractor,R04,Medium
C01943,Bobal PLC,Rental,R05,Large
C01944,"Krishna, Sehgal and Bahl",Fleet,R04,Medium
C01945,Dixit-Acharya,Contractor,R05,Medium
C01946,Ramakrishnan LLC,Fleet,R03,Small
C01947,Narayan Group,Contractor,R05,Small
C01948,"Aggarwal, Varma and Swaminathan",Rental,R06,Large
C01949,Sarin-Raval,Fleet,R04,Small
C01950,"Boase, Zachariah and Kara",Contractor,R02,Small
C01951,Rajagopalan Ltd,Fleet,R02,Medium
C01952,Dara-Wason,Contractor,R02,Small
C01953,Nath-Mitter,Contractor,R02,Medium
C01954,Bhakta-Chana,Rental,R02,Medium
C01955,Warrior-Oak,Contractor,R03,Small
C01956,Sharaf LLC,Fleet,R04,Medium
C01957,"Jain, Goda and Baral",Fleet,R03,Small
C01958,Halder-Mistry,Fleet,R04,Small
C01959,"Ramakrishnan, Chhabra and Parmer",Fleet,R01,Small
C01960,Chad-Sarma,Fleet,R01,Medium
C01961,"Gupta, Dey and Banik",Rental,R01,Medium
C01962,Bakshi Ltd,Contractor,R03,Small
C01963,"Khare, Suresh and Ramachandran",Contractor,R02,Medium
C01964,Zachariah Ltd,Fleet,R02,Small
C01965,Tata-Walla,Rental,R03,Large
C01966,Babu-Bansal,Contractor,R05,Small
C01967,Bhalla-Nazareth,Fleet,R01,Medium
C01968,"Basak, Ravi and Dani",Contractor,R04,Small
C01969,Virk Group,Contractor,R04,Small
C01970,"Yadav, Dixit and Kaul",Fleet,R05,Small
C01971,Bansal Ltd,Contractor,R06,Medium
C01972,Suresh Ltd,Contractor,R01,Small
C01973,Sinha PLC,Fleet,R01,Large
C01974,Kibe Ltd,Rental,R05,Small
C01975,"De, Atwal and Gera",Government,R03,Small
C01976,"Bedi, Mohanty and Chatterjee",Contractor,R04,Small
C01977,Garde-Bhatt,Contractor,R04,Medium
C01978,Comar Group,Contractor,R04,Small
C01979,"Kannan, Bhatnagar and Jain",Contractor,R06,Medium
C01980,Nazareth-Ratti,Contractor,R06,Large
C01981,Dara-Devan,Fleet,R05,Large
C01982,Kala-Bath,Contractor,R02,Small
C01983,"Ghose, Nayak and Bhatnagar",Government,R05,Medium
C01984,Mahal and Sons,Contractor,R01,Medium
C01985,Ganguly-Pingle,Fleet,R02,Small
C01986,"Gala, Sarna and Kohli",Government,R05,Medium
C01987,"Baria, Deol and Chaudhry",Fleet,R02,Small
C01988,"Puri, Dugar and Babu",Fleet,R02,Small
C01989,Buch-Ahuja,Fleet,R01,Small
C01990,Gola Inc,Fleet,R05,Small
C01991,"Mander, Saha and Soni",Government,R03,Small
C01992,"Date, Jhaveri and Dhar",Contractor,R04,Small
C01993,"Madan, Virk and Seshadri",Fleet,R02,Medium
C01994,Khare-Ghosh,Rental,R05,Small
C01995,"Barad, Gole and Tata",Rental,R05,Small
C01996,"Chakrabarti, Mitra and Pall",Rental,R02,Small
C01997,Agrawal-Keer,Fleet,R03,Medium
C01998,Dalal PLC,Contractor,R02,Medium
C01999,Pathak PLC,Rental,R06,Medium
C02000,"Kanda, Shetty and Joshi",Government,R04,Medium
C02001,Bera-Hari,Fleet,R06,Small
C02002,Dixit Ltd,Fleet,R02,Medium
C02003,Tank-Goda,Contractor,R05,Small
C02004,Bassi Inc,Rental,R05,Small
C02005,"Patla, Mane and Kadakia",Contractor,R04,Medium
C02006,Krishnamurthy-Natt,Contractor,R06,Small
C02007,"Setty, Bassi and Chawla",Fleet,R03,Medium
C02008,"Ben, Yogi and Goda",Contractor,R01,Medium
C02009,Balakrishnan Group,Government,R04,Small
C02010,"D’Alia, Bobal and Keer",Contractor,R05,Small
C02011,"Saxena, Nanda and Saini",Government,R04,Small
C02012,Nanda and Sons,Rental,R02,Large
C02013,Nanda and Sons,Fleet,R03,Medium
C02014,Khalsa Ltd,Contractor,R02,Small
C02015,Iyengar-Prashad,Fleet,R03,Small
C02016,Borah Group,Government,R04,Medium
C02017,"Sundaram, Bhagat and Sarin",Contractor,R05,Medium
C02018,Kalita PLC,Contractor,R02,Small
C02019,Gokhale-Ram,Government,R03,Small
C02020,Deshpande-Shankar,Contractor,R02,Medium
C02021,"Hari, Parmer and Madan",Rental,R02,Small
C02022,Nayak and Sons,Contractor,R05,Small
C02023,Bhasin LLC,Fleet,R06,Large
C02024,Choudhry Group,Contractor,R02,Medium
C02025,Sahota-Garg,Government,R05,Small
C02026,Kannan-Merchant,Fleet,R05,Small
C02027,"Dugar, Garde and Karpe",Rental,R05,Small
C02028,Sabharwal PLC,Rental,R02,Small
C02029,Kalita-Solanki,Fleet,R06,Medium
C02030,Mallick-Atwal,Rental,R02,Small
C02031,"Sangha, Koshy and Kota",Fleet,R02,Medium
C02032,Saraf-Kapadia,Fleet,R01,Large
C02033,"Dixit, Ahluwalia and Sahni",Fleet,R03,Small
C02034,Baria Group,Rental,R01,Small
C02035,"Thaman, Bandi and Sandal",Contractor,R02,Small
C02036,"Ramesh, Srinivas and Chaudhari",Fleet,R02,Large
C02037,Tandon-Khosla,Contractor,R05,Medium
C02038,Arora Ltd,Contractor,R05,Small
C02039,"Ray, Kamdar and Deo",Fleet,R02,Medium
C02040,Merchant-Khare,Rental,R05,Medium
C02041,"Chana, Babu and Srinivasan",Government,R05,Large
C02042,"Mody, Edwin and Sharaf",Contractor,R05,Small
C02043,"Bajwa, Sha and Sheth",Rental,R01,Small
C02044,Ravi and Sons,Contractor,R04,Medium
C02045,Shetty-Agarwal,Rental,R06,Small
C02046,"Bobal, Rajan and Natarajan",Contractor,R04,Small
C02047,"Bali, Minhas and Sandhu",Contractor,R02,Small
C02048,Johal-Buch,Fleet,R03,Small
C02049,"Nayak, Bhakta and Varma",Rental,R04,Small
C02050,"Patla, Behl and Choudhry",Contractor,R03,Large
C02051,Pau-Shroff,Fleet,R01,Small
C02052,"Baria, Pau and Peri",Fleet,R02,Small
C02053,Bhavsar PLC,Contractor,R05,Medium
C02054,"Jayaraman, Devi and Natt",Contractor,R05,Small
C02055,Zacharia Inc,Contractor,R01,Small
C02056,"Sridhar, Kadakia and Kar",Rental,R06,Medium
C02057,Pandit-Loke,Fleet,R02,Medium
C02058,"Sampath, Malhotra and Bhagat",Contractor,R04,Medium
C02059,Pradhan LLC,Fleet,R05,Medium
C02060,Sunder-Thaker,Rental,R05,Small
C02061,"Das, Singhal and Wali",Government,R06,Large
C02062,"Walia, Master and Seth",Contractor,R02,Small
C02063,"Pillai, Bhatti and Guha",Contractor,R05,Medium
C02064,Chahal-Buch,Fleet,R01,Small
C02065,Gola-Mani,Contractor,R04,Large
C02066,Chopra and Sons,Government,R05,Medium
C02067,Choudhury-Divan,Contractor,R04,Medium
C02068,Dora-Jayaraman,Contractor,R02,Small
C02069,"Bajaj, Memon and Saha",Contractor,R05,Small
C02070,"Deo, Som and Palan",Government,R01,Medium
C02071,Sawhney-Bail,Fleet,R01,Medium
C02072,Gulati-Bhatnagar,Fleet,R04,Small
C02073,Kata PLC,Contractor,R03,Large
C02074,"Nayak, Sabharwal and Oza",Government,R05,Medium
C02075,"Narain, Sunder and Wagle",Fleet,R03,Small
C02076,"Saxena, Shankar and Modi",Fleet,R01,Medium
C02077,"Deo, Mohan and Garg",Fleet,R05,Small
C02078,Karan-Sule,Fleet,R03,Small
C02079,Mani-Batta,Contractor,R02,Small
C02080,Pandit LLC,Contractor,R05,Medium
C02081,Ganesan-Dyal,Contractor,R03,Medium
C02082,"Wason, Mangal and Gopal",Contractor,R04,Small
C02083,Dube and Sons,Contractor,R03,Medium
C02084,Dada Inc,Government,R05,Medium
C02085,Date-Sastry,Contractor,R05,Medium
C02086,Pingle-Gour,Rental,R04,Small
C02087,Banerjee Ltd,Contractor,R01,Medium
C02088,Padmanabhan-Divan,Fleet,R05,Small
C02089,Sen-Zacharia,Contractor,R04,Small
C02090,Walla LLC,Fleet,R04,Small
C02091,Bakshi Group,Contractor,R02,Small
C02092,Dhillon-Shanker,Fleet,R05,Medium
C02093,Dugal-Agrawal,Fleet,R05,Small
C02094,"Tripathi, Narula and Merchant",Rental,R01,Medium
C02095,Mann-Din,Fleet,R03,Small
C02096,"Sathe, Nigam and Chowdhury",Government,R05,Small
C02097,"Srinivas, Baria and Dewan",Fleet,R01,Large
C02098,"Dada, Morar and Bakshi",Contractor,R06,Medium
C02099,Kannan-Sehgal,Contractor,R04,Small
C02100,Chanda-Narain,Contractor,R04,Small
C02101,Hayer PLC,Fleet,R02,Small
C02102,"Kapadia, Mall and Hayre",Fleet,R02,Small
C02103,Chacko PLC,Fleet,R06,Medium
C02104,Chahal-Vala,Fleet,R02,Medium
C02105,Hayer-Swaminathan,Contractor,R05,Small
C02106,Vaidya-Bhalla,Rental,R03,Large
C02107,"Patel, Rao and Divan",Rental,R01,Medium
C02108,"Sane, Pingle and Raju",Government,R01,Small
C02109,Arora-Mane,Government,R03,Small
C02110,Panchal-Morar,Contractor,R06,Medium
C02111,Chahal-Kale,Fleet,R02,Medium
C02112,"Sawhney, Sagar and Savant",Rental,R02,Small
C02113,Gade-Samra,Contractor,R02,Small
C02114,"Sachdeva, Dewan and Chadha",Contractor,R03,Small
C02115,Johal LLC,Fleet,R03,Medium
C02116,Vohra-Nayak,Contractor,R05,Small
C02117,Prashad Inc,Contractor,R03,Small
C02118,Rout Ltd,Rental,R03,Medium
C02119,Sachdeva-Gill,Contractor,R01,Large
C02120,"Shere, Devan and Iyengar",Contractor,R06,Large
C02121,Raj LLC,Rental,R02,Small
C02122,"Swaminathan, Basak and Mittal",Fleet,R01,Small
C02123,"Modi, Tak and Sheth",Contractor,R04,Small
C02124,Bala Inc,Fleet,R04,Small
C02125,Lala LLC,Contractor,R03,Large
C02126,"Sodhi, Dash and Mani",Rental,R03,Small
C02127,Gola-Swamy,Fleet,R05,Small
C02128,"Konda, Balakrishnan and Dar",Rental,R02,Small
C02129,Tailor-Bhavsar,Fleet,R05,Small
C02130,"Pathak, Srivastava and Sarin",Rental,R04,Medium
