service_job_id,machine_id,service_date,dealer_id,model_id,job_type,failure_code,downtime_days,labor_hours,service_cost_labor_inr,is_warranty,resolution_status
SJ0009569,MC00954,2025-07-19,D006,M03,Breakdown,F010,1,1.0,1400,1,Fixed
SJ0009570,MC01399,2025-07-19,D038,M01,Breakdown,F010,1,4.6,6900,1,Fixed
SJ0009571,MC01414,2025-07-19,D001,M05,Preventive,,0,1.0,1500,1,Fixed
SJ0009572,MC01479,2025-07-19,D025,M04,Preventive,,0,1.1,1540,0,Fixed
SJ0009573,MC00012,2025-07-20,D037,M01,Preventive,,0,3.4,4420,1,Fixed
SJ0009574,MC00050,2025-07-20,D002,M04,Breakdown,F009,3,2.9,4060,0,Fixed
SJ0009575,MC00052,2025-07-20,D023,M05,Preventive,,0,2.5,3250,0,Fixed
SJ0009576,MC00052,2025-07-20,D023,M05,Inspection,,0,2.4,3120,0,Fixed
SJ0009577,MC00085,2025-07-20,D009,M03,Preventive,,0,3.1,4340,0,Fixed
SJ0009578,MC00085,2025-07-20,D009,M03,Inspection,,0,1.1,1540,0,Fixed
SJ0009579,MC00106,2025-07-20,D020,M04,Breakdown,F009,2,2.4,3360,1,Fixed
SJ0009580,MC00337,2025-07-20,D035,M04,Preventive,,1,4.8,6720,1,Fixed
SJ0009581,MC00582,2025-07-20,D018,M03,Breakdown,F006,3,8.0,12000,1,Fixed
SJ0009582,MC00772,2025-07-20,D019,M05,Preventive,,1,1.8,2700,0,Fixed
SJ0009583,MC00811,2025-07-20,D009,M03,Breakdown,F008,6,7.5,10500,1,Fixed
SJ0009584,MC01003,2025-07-20,D022,M05,Breakdown,F006,3,7.6,10640,1,Fixed
SJ0009585,MC01006,2025-07-20,D004,M01,Breakdown,F001,4,6.2,8060,1,Fixed
SJ0009586,MC01417,2025-07-20,D028,M02,Breakdown,F003,1,6.2,8060,1,Fixed
SJ0009587,MC00337,2025-07-21,D035,M04,Breakdown,F003,2,2.9,4060,1,Fixed
SJ0009588,MC00514,2025-07-21,D038,M03,Breakdown,F001,2,4.3,6450,1,Fixed
SJ0009589,MC00620,2025-07-21,D025,M01,Preventive,,0,4.1,5740,0,Fixed
SJ0009590,MC00828,2025-07-21,D020,M06,Preventive,,1,1.0,1400,1,Fixed
SJ0009591,MC01041,2025-07-21,D012,M02,Breakdown,F003,1,4.5,5850,1,Fixed
SJ0009592,MC01201,2025-07-21,D012,M01,Preventive,,0,3.0,3900,1,Fixed
SJ0009593,MC01201,2025-07-21,D012,M01,Inspection,,0,3.1,4030,1,Fixed
SJ0009594,MC01205,2025-07-21,D017,M06,Preventive,,0,1.1,1650,0,Fixed
SJ0009595,MC00012,2025-07-22,D037,M01,Breakdown,F003,1,3.6,4680,1,Fixed
SJ0009596,MC00046,2025-07-22,D034,M01,Breakdown,F006,7,5.1,6630,1,Repeat
SJ0009597,MC00112,2025-07-22,D021,M04,Breakdown,F009,4,2.0,2800,0,Fixed
SJ0009598,MC00138,2025-07-22,D037,M01,Preventive,,0,2.1,2730,0,Fixed
SJ0009599,MC00555,2025-07-22,D038,M06,Breakdown,F009,2,1.9,2850,1,Fixed
SJ0009600,MC00577,2025-07-22,D033,M03,Preventive,,0,2.8,4200,1,Fixed
SJ0009601,MC00592,2025-07-22,D039,M03,Breakdown,F010,1,2.6,3640,1,Fixed
SJ0009602,MC00606,2025-07-22,D039,M03,Preventive,,0,3.9,5460,1,Fixed
SJ0009603,MC00631,2025-07-22,D020,M01,Preventive,,0,3.2,4480,0,Fixed
SJ0009604,MC00641,2025-07-22,D027,M05,Preventive,,0,3.0,4500,1,Fixed
SJ0009605,MC00700,2025-07-22,D017,M05,Preventive,,0,2.7,4050,1,Fixed
SJ0009606,MC00964,2025-07-22,D023,M02,Preventive,,0,5.3,6890,1,Fixed
SJ0009607,MC01073,2025-07-22,D029,M03,Preventive,,1,3.0,4500,0,Fixed
SJ0009608,MC01332,2025-07-22,D010,M04,Breakdown,F009,3,3.8,5700,1,Fixed
SJ0009609,MC01396,2025-07-22,D039,M01,Preventive,,1,2.6,3640,1,Fixed
SJ0009610,MC00017,2025-07-23,D029,M01,Preventive,,0,1.0,1500,0,Fixed
SJ0009611,MC00181,2025-07-23,D028,M02,Breakdown,F001,4,8.4,10920,1,Fixed
SJ0009612,MC00278,2025-07-23,D003,M04,Breakdown,F001,1,7.9,11850,0,Repeat
SJ0009613,MC00361,2025-07-23,D036,M02,Breakdown,F009,2,2.0,2800,1,Fixed
SJ0009614,MC00436,2025-07-23,D024,M02,Preventive,,1,4.0,5600,0,Fixed
SJ0009615,MC00451,2025-07-23,D032,M03,Preventive,,1,1.6,2400,1,Fixed
SJ0009616,MC00477,2025-07-23,D037,M03,Breakdown,F003,1,4.6,5980,1,Repeat
SJ0009617,MC00651,2025-07-23,D011,M01,Preventive,,0,2.2,2860,0,Fixed
SJ0009618,MC00651,2025-07-23,D011,M01,Inspection,,0,2.1,2730,0,Fixed
SJ0009619,MC00758,2025-07-23,D010,M01,Preventive,,1,3.3,4950,0,Fixed
SJ0009620,MC00758,2025-07-23,D010,M01,Inspection,,0,2.5,3750,0,Fixed
SJ0009621,MC00779,2025-07-23,D029,M02,Breakdown,F006,3,8.0,12000,1,Fixed
SJ0009622,MC00958,2025-07-23,D036,M05,Preventive,,0,3.1,4340,1,Fixed
SJ0009623,MC00958,2025-07-23,D036,M05,Inspection,,0,0.8,1120,1,Fixed
SJ0009624,MC01090,2025-07-23,D024,M01,Preventive,,0,2.9,4060,1,Fixed
SJ0009625,MC01090,2025-07-23,D024,M01,Inspection,,0,0.5,700,1,Fixed
SJ0009626,MC01115,2025-07-23,D032,M05,Breakdown,F010,1,1.5,2250,1,Fixed
SJ0009627,MC01190,2025-07-23,D024,M01,Preventive,,0,2.9,4060,0,Fixed
SJ0009628,MC01190,2025-07-23,D024,M01,Inspection,,0,1.8,2520,0,Fixed
SJ0009629,MC01201,2025-07-23,D012,M01,Preventive,,0,2.9,3770,1,Fixed
SJ0009630,MC01262,2025-07-23,D004,M01,Breakdown,F010,2,2.8,3640,1,Fixed
SJ0009631,MC01308,2025-07-23,D016,M01,Preventive,,0,2.6,3380,1,Fixed
SJ0009632,MC01352,2025-07-23,D028,M05,Breakdown,F009,3,2.2,2860,1,Fixed
SJ0009633,MC01417,2025-07-23,D028,M02,Breakdown,F009,3,4.1,5330,1,Fixed
SJ0009634,MC00324,2025-07-24,D017,M05,Breakdown,F010,3,2.8,4200,1,Fixed
SJ0009635,MC00463,2025-07-24,D038,M02,Preventive,,0,2.5,3750,0,Fixed
SJ0009636,MC00463,2025-07-24,D038,M02,Inspection,,0,1.2,1800,0,Fixed
SJ0009637,MC00520,2025-07-24,D019,M06,Preventive,,1,4.2,6300,1,Fixed
SJ0009638,MC00520,2025-07-24,D019,M06,Inspection,,0,1.6,2400,1,Fixed
SJ0009639,MC01018,2025-07-24,D022,M01,Preventive,,1,2.1,2940,0,Fixed
SJ0009640,MC01197,2025-07-24,D029,M06,Breakdown,F009,1,2.1,3150,1,Fixed
SJ0009641,MC01226,2025-07-24,D005,M03,Breakdown,F009,2,2.5,3500,1,Fixed
SJ0009642,MC01284,2025-07-24,D025,M01,Preventive,,1,2.1,2940,0,Fixed
SJ0009643,MC01284,2025-07-24,D025,M01,Inspection,,0,1.4,1960,0,Fixed
SJ0009644,MC01363,2025-07-24,D037,M03,Preventive,,0,3.9,5070,1,Fixed
SJ0009645,MC01463,2025-07-24,D030,M03,Preventive,,0,2.7,3510,1,Fixed
SJ0009646,MC01470,2025-07-24,D010,M02,Preventive,,0,1.8,2700,0,Fixed
SJ0009647,MC01470,2025-07-24,D010,M02,Inspection,,0,1.8,2700,0,Fixed
SJ0009648,MC00281,2025-07-25,D014,M04,Preventive,,1,2.8,3640,0,Fixed
SJ0009649,MC00433,2025-07-25,D016,M01,Breakdown,F010,2,4.8,6240,1,Fixed
SJ0009650,MC00605,2025-07-25,D031,M01,Breakdown,F003,2,4.9,6370,1,Fixed
SJ0009651,MC00815,2025-07-25,D022,M03,Breakdown,F010,3,2.5,3500,1,Fixed
SJ0009652,MC00827,2025-07-25,D008,M05,Breakdown,F009,1,1.7,2380,1,Fixed
SJ0009653,MC01085,2025-07-25,D009,M01,Breakdown,F010,2,2.3,3220,1,Fixed
SJ0009654,MC01216,2025-07-25,D030,M04,Preventive,,0,2.7,3510,0,Fixed
SJ0009655,MC01302,2025-07-25,D038,M03,Breakdown,F001,1,3.6,5400,1,Repeat
SJ0009656,MC00022,2025-07-26,D040,M03,Preventive,,1,2.9,4350,0,Fixed
SJ0009657,MC00280,2025-07-26,D024,M03,Preventive,,0,2.6,3640,0,Fixed
SJ0009658,MC00280,2025-07-26,D024,M03,Inspection,,0,0.9,1260,0,Fixed
SJ0009659,MC00336,2025-07-26,D003,M04,Breakdown,F008,6,6.8,10200,1,Fixed
SJ0009660,MC00396,2025-07-26,D024,M04,Preventive,,1,1.6,2240,1,Fixed
SJ0009661,MC00671,2025-07-26,D035,M03,Preventive,,0,2.3,3220,0,Fixed
SJ0009662,MC01204,2025-07-26,D033,M05,Breakdown,F006,3,4.8,7200,1,Fixed
SJ0009663,MC01329,2025-07-26,D014,M01,Preventive,,1,2.8,3640,0,Fixed
SJ0009664,MC01429,2025-07-26,D038,M06,Preventive,,1,2.3,3450,0,Fixed
SJ0009665,MC00324,2025-07-27,D017,M05,Breakdown,F003,2,3.5,5250,1,Fixed
SJ0009666,MC00384,2025-07-27,D009,M06,Preventive,,0,5.1,7140,0,Fixed
SJ0009667,MC00384,2025-07-27,D009,M06,Inspection,,0,0.8,1120,0,Fixed
SJ0009668,MC00402,2025-07-27,D029,M01,Preventive,,0,4.5,6750,0,Fixed
SJ0009669,MC00402,2025-07-27,D029,M01,Inspection,,0,1.6,2400,0,Fixed
SJ0009670,MC00470,2025-07-27,D016,M01,Preventive,,0,3.0,3900,1,Fixed
SJ0009671,MC00470,2025-07-27,D016,M01,Inspection,,0,4.5,5850,1,Fixed
SJ0009672,MC00861,2025-07-27,D024,M04,Breakdown,F001,3,4.2,5880,1,Repeat
SJ0009673,MC01085,2025-07-27,D009,M01,Breakdown,F003,2,3.9,5460,1,Fixed
SJ0009674,MC00064,2025-07-28,D014,M01,Breakdown,F009,3,1.9,2470,1,Fixed
SJ0009675,MC00181,2025-07-28,D028,M02,Breakdown,F010,3,4.0,5200,1,Fixed
SJ0009676,MC00375,2025-07-28,D017,M03,Breakdown,F001,2,4.3,6450,1,Fixed
SJ0009677,MC00762,2025-07-28,D020,M03,Breakdown,F010,1,3.7,5180,1,Fixed
SJ0009678,MC00928,2025-07-28,D035,M05,Preventive,,0,2.2,3080,0,Fixed
SJ0009679,MC01424,2025-07-28,D005,M02,Breakdown,F008,3,2.7,3780,1,Fixed
SJ0009680,MC01483,2025-07-28,D006,M06,Preventive,,1,3.6,5040,0,Fixed
SJ0009681,MC00037,2025-07-29,D034,M02,Breakdown,F003,1,2.9,3770,1,Fixed
SJ0009682,MC00293,2025-07-29,D016,M04,Breakdown,F009,3,3.4,4420,1,Fixed
SJ0009683,MC01052,2025-07-29,D026,M01,Preventive,,0,1.3,1820,0,Fixed
SJ0009684,MC01052,2025-07-29,D026,M01,Inspection,,0,2.6,3640,0,Fixed
SJ0009685,MC01073,2025-07-29,D029,M03,Preventive,,0,3.6,5400,0,Fixed
SJ0009686,MC01073,2025-07-29,D029,M03,Inspection,,0,0.5,750,0,Fixed
SJ0009687,MC01148,2025-07-29,D040,M01,Breakdown,F009,1,1.6,2400,1,Fixed
SJ0009688,MC01400,2025-07-29,D007,M04,Preventive,,0,4.0,5600,0,Fixed
SJ0009689,MC01400,2025-07-29,D007,M04,Inspection,,0,1.8,2520,0,Fixed
SJ0009690,MC00124,2025-07-30,D016,M04,Preventive,,0,3.6,4680,1,Fixed
SJ0009691,MC00166,2025-07-30,D006,M01,Preventive,,0,3.3,4620,1,Fixed
SJ0009692,MC00203,2025-07-30,D030,M01,Preventive,,1,2.8,3640,0,Fixed
SJ0009693,MC00203,2025-07-30,D030,M01,Inspection,,0,1.6,2080,0,Fixed
SJ0009694,MC00296,2025-07-30,D005,M01,Preventive,,1,4.2,5880,0,Fixed
SJ0009695,MC00514,2025-07-30,D038,M03,Breakdown,F009,4,4.5,6750,1,Fixed
SJ0009696,MC00826,2025-07-30,D010,M04,Preventive,,1,2.1,3150,1,Fixed
SJ0009697,MC00891,2025-07-30,D033,M01,Preventive,,1,3.6,5400,0,Fixed
SJ0009698,MC00891,2025-07-30,D033,M01,Inspection,,0,2.2,3300,0,Fixed
SJ0009699,MC00925,2025-07-30,D034,M06,Breakdown,F010,1,1.0,1300,1,Repeat
SJ0009700,MC00952,2025-07-30,D032,M02,Preventive,,0,3.6,5400,0,Fixed
SJ0009701,MC00952,2025-07-30,D032,M02,Inspection,,0,2.3,3450,0,Fixed
SJ0009702,MC01024,2025-07-30,D005,M03,Breakdown,F008,7,1.9,2660,1,Fixed
SJ0009703,MC01128,2025-07-30,D002,M03,Preventive,,0,2.9,4060,0,Fixed
SJ0009704,MC01147,2025-07-30,D039,M02,Preventive,,1,3.1,4340,0,Fixed
SJ0009705,MC01147,2025-07-30,D039,M02,Inspection,,0,1.5,2100,0,Fixed
SJ0009706,MC01431,2025-07-30,D014,M06,Preventive,,0,5.0,6500,0,Fixed
SJ0009707,MC00074,2025-07-31,D031,M05,Preventive,,0,4.3,5590,0,Fixed
SJ0009708,MC00074,2025-07-31,D031,M05,Inspection,,0,0.5,650,0,Fixed
SJ0009709,MC00345,2025-07-31,D034,M02,Breakdown,F009,1,4.0,5200,1,Fixed
SJ0009710,MC00499,2025-07-31,D008,M06,Breakdown,F006,3,6.1,8540,1,Fixed
SJ0009711,MC00577,2025-07-31,D033,M03,Breakdown,F010,1,4.4,6600,1,Fixed
SJ0009712,MC00612,2025-07-31,D002,M03,Preventive,,0,2.8,3920,0,Fixed
SJ0009713,MC00612,2025-07-31,D002,M03,Inspection,,0,2.3,3220,0,Fixed
SJ0009714,MC00741,2025-07-31,D037,M05,Preventive,,0,3.6,4680,1,Fixed
SJ0009715,MC00839,2025-07-31,D013,M01,Breakdown,F001,3,4.4,5720,1,Fixed
SJ0009716,MC00864,2025-07-31,D007,M05,Breakdown,F010,1,5.3,7420,1,Fixed
SJ0009717,MC01320,2025-07-31,D029,M05,Preventive,,0,4.8,7200,0,Fixed
SJ0009718,MC01320,2025-07-31,D029,M05,Inspection,,0,0.9,1350,0,Fixed
SJ0009719,MC01389,2025-07-31,D030,M05,Preventive,,0,2.3,2990,1,Fixed
SJ0009720,MC01389,2025-07-31,D030,M05,Inspection,,0,1.6,2080,1,Fixed
SJ0009721,MC00261,2025-08-01,D004,M03,Breakdown,F003,1,2.8,3640,0,Fixed
SJ0009722,MC00517,2025-08-01,D032,M06,Breakdown,F003,1,3.3,4950,1,Fixed
SJ0009723,MC00565,2025-08-01,D022,M04,Breakdown,F010,3,2.8,3920,1,Fixed
SJ0009724,MC00692,2025-08-01,D004,M01,Breakdown,F009,5,4.0,5200,1,Fixed
SJ0009725,MC01124,2025-08-01,D028,M05,Breakdown,F001,3,5.0,6500,1,Fixed
SJ0009726,MC01178,2025-08-01,D002,M01,Preventive,,0,1.9,2660,0,Fixed
SJ0009727,MC01178,2025-08-01,D002,M01,Inspection,,0,1.9,2660,0,Fixed
SJ0009728,MC01485,2025-08-01,D037,M05,Preventive,,0,1.0,1300,0,Fixed
SJ0009729,MC00092,2025-08-02,D030,M03,Breakdown,F009,2,3.1,4030,1,Fixed
SJ0009730,MC00145,2025-08-02,D030,M05,Preventive,,2,1.3,1690,1,Fixed
SJ0009731,MC00165,2025-08-02,D013,M06,Preventive,,0,2.0,2600,0,Fixed
SJ0009732,MC00165,2025-08-02,D013,M06,Inspection,,0,0.5,650,0,Fixed
SJ0009733,MC00327,2025-08-02,D037,M03,Preventive,,1,5.5,7150,0,Fixed
SJ0009734,MC00327,2025-08-02,D037,M03,Inspection,,0,1.2,1560,0,Fixed
SJ0009735,MC00375,2025-08-02,D017,M03,Preventive,,0,2.8,4200,1,Fixed
SJ0009736,MC00419,2025-08-02,D040,M01,Preventive,,0,2.4,3600,0,Fixed
SJ0009737,MC00419,2025-08-02,D040,M01,Inspection,,0,1.8,2700,0,Fixed
SJ0009738,MC00484,2025-08-02,D003,M01,Preventive,,0,1.0,1500,0,Fixed
SJ0009739,MC01067,2025-08-02,D013,M03,Preventive,,0,1.0,1300,0,Fixed
SJ0009740,MC01196,2025-08-02,D031,M01,Breakdown,F006,5,6.4,8320,1,Fixed
SJ0009741,MC00073,2025-08-03,D029,M04,Preventive,,0,3.1,4650,0,Fixed
SJ0009742,MC00301,2025-08-03,D009,M01,Preventive,,1,1.0,1400,0,Fixed
SJ0009743,MC00504,2025-08-03,D039,M01,Breakdown,F006,5,6.2,8680,1,Fixed
SJ0009744,MC00775,2025-08-03,D010,M01,Preventive,,1,1.4,2100,1,Fixed
SJ0009745,MC00827,2025-08-03,D008,M05,Breakdown,F009,2,4.6,6440,1,Fixed
SJ0009746,MC00893,2025-08-03,D022,M01,Breakdown,F010,1,2.2,3080,1,Fixed
SJ0009747,MC00893,2025-08-03,D022,M01,Preventive,,1,4.3,6020,1,Fixed
SJ0009748,MC00893,2025-08-03,D022,M01,Inspection,,0,0.5,700,1,Fixed
SJ0009749,MC00954,2025-08-03,D006,M03,Preventive,,0,3.0,4200,0,Fixed
SJ0009750,MC00692,2025-08-04,D004,M01,Preventive,,0,3.8,4940,1,Fixed
SJ0009751,MC00810,2025-08-04,D038,M06,Preventive,,0,1.1,1650,0,Fixed
SJ0009752,MC00948,2025-08-04,D007,M06,Breakdown,F006,6,3.8,5320,1,Repeat
SJ0009753,MC01180,2025-08-04,D032,M04,Breakdown,F010,1,6.5,9750,1,Fixed
SJ0009754,MC01495,2025-08-04,D035,M01,Preventive,,1,2.0,2800,0,Fixed
SJ0009755,MC00006,2025-08-05,D024,M02,Preventive,,0,4.6,6440,1,Fixed
SJ0009756,MC00336,2025-08-05,D003,M04,Breakdown,F010,2,5.0,7500,1,Fixed
SJ0009757,MC00427,2025-08-05,D008,M02,Breakdown,F006,3,2.5,3500,1,Fixed
SJ0009758,MC00450,2025-08-05,D003,M03,Preventive,,0,1.0,1500,0,Fixed
SJ0009759,MC00450,2025-08-05,D003,M03,Inspection,,0,1.6,2400,0,Fixed
SJ0009760,MC00547,2025-08-05,D012,M01,Preventive,,0,3.5,4550,0,Fixed
SJ0009761,MC00596,2025-08-05,D013,M02,Preventive,,1,1.0,1300,0,Fixed
SJ0009762,MC00683,2025-08-05,D032,M01,Breakdown,F006,3,4.6,6900,1,Fixed
SJ0009763,MC00827,2025-08-05,D008,M05,Preventive,,0,3.3,4620,1,Fixed
SJ0009764,MC00828,2025-08-05,D020,M06,Breakdown,F010,3,1.9,2660,1,Repeat
SJ0009765,MC00926,2025-08-05,D006,M04,Preventive,,0,5.2,7280,0,Fixed
SJ0009766,MC01196,2025-08-05,D031,M01,Breakdown,F008,5,7.1,9230,1,Fixed
SJ0009767,MC01410,2025-08-05,D014,M03,Preventive,,0,2.9,3770,1,Fixed
SJ0009768,MC01410,2025-08-05,D014,M03,Inspection,,0,3.2,4160,1,Fixed
SJ0009769,MC00003,2025-08-06,D001,M03,Preventive,,0,3.1,4650,0,Fixed
SJ0009770,MC00181,2025-08-06,D028,M02,Preventive,,1,2.5,3250,1,Fixed
SJ0009771,MC00220,2025-08-06,D034,M01,Breakdown,F009,2,4.0,5200,1,Fixed
SJ0009772,MC00639,2025-08-06,D016,M01,Preventive,,1,3.3,4290,1,Fixed
SJ0009773,MC00639,2025-08-06,D016,M01,Inspection,,0,1.3,1690,1,Fixed
SJ0009774,MC00679,2025-08-06,D035,M03,Breakdown,F001,1,5.9,8260,1,Fixed
SJ0009775,MC00723,2025-08-06,D022,M03,Preventive,,0,1.1,1540,0,Fixed
SJ0009776,MC00879,2025-08-06,D007,M02,Preventive,,0,2.7,3780,0,Fixed
SJ0009777,MC00879,2025-08-06,D007,M02,Inspection,,0,2.7,3780,0,Fixed
SJ0009778,MC01068,2025-08-06,D009,M03,Preventive,,0,1.4,1960,0,Fixed
SJ0009779,MC01068,2025-08-06,D009,M03,Inspection,,0,1.9,2660,0,Fixed
SJ0009780,MC01072,2025-08-06,D028,M03,Preventive,,0,4.6,5980,0,Fixed
SJ0009781,MC01221,2025-08-06,D028,M06,Breakdown,F003,1,2.1,2730,1,Repeat
SJ0009782,MC00160,2025-08-07,D024,M04,Preventive,,0,2.3,3220,0,Fixed
SJ0009783,MC00160,2025-08-07,D024,M04,Inspection,,0,1.1,1540,0,Fixed
SJ0009784,MC00260,2025-08-07,D034,M04,Preventive,,2,1.9,2470,0,Fixed
SJ0009785,MC00448,2025-08-07,D015,M02,Preventive,,0,4.7,6580,1,Fixed
SJ0009786,MC00459,2025-08-07,D016,M02,Preventive,,0,2.3,2990,1,Fixed
SJ0009787,MC00459,2025-08-07,D016,M02,Inspection,,0,1.5,1950,1,Fixed
SJ0009788,MC00477,2025-08-07,D037,M03,Breakdown,F003,2,2.6,3380,1,Fixed
SJ0009789,MC00653,2025-08-07,D033,M02,Breakdown,F010,1,1.7,2550,0,Fixed
SJ0009790,MC00774,2025-08-07,D009,M04,Preventive,,1,4.3,6020,1,Fixed
SJ0009791,MC00839,2025-08-07,D013,M01,Breakdown,F010,1,1.1,1430,1,Fixed
SJ0009792,MC00968,2025-08-07,D011,M04,Breakdown,F008,7,4.8,6240,1,Fixed
SJ0009793,MC01149,2025-08-07,D038,M01,Preventive,,1,4.2,6300,0,Fixed
SJ0009794,MC01237,2025-08-07,D009,M04,Preventive,,1,3.0,4200,0,Fixed
SJ0009795,MC01278,2025-08-07,D006,M03,Breakdown,F003,1,2.2,3080,1,Fixed
SJ0009796,MC01395,2025-08-07,D001,M06,Preventive,,0,2.1,3150,1,Fixed
SJ0009797,MC00805,2025-08-08,D016,M04,Preventive,,0,2.4,3120,0,Fixed
SJ0009798,MC00805,2025-08-08,D016,M04,Inspection,,0,1.1,1430,0,Fixed
SJ0009799,MC00894,2025-08-08,D002,M01,Preventive,,0,3.6,5040,0,Fixed
SJ0009800,MC01278,2025-08-08,D006,M03,Breakdown,F001,1,9.2,12880,1,Fixed
SJ0009801,MC01335,2025-08-08,D036,M02,Preventive,,0,1.0,1400,0,Fixed
SJ0009802,MC00038,2025-08-09,D035,M04,Breakdown,F010,2,1.3,1820,1,Fixed
SJ0009803,MC00161,2025-08-09,D007,M05,Preventive,,0,2.5,3500,1,Fixed
SJ0009804,MC00208,2025-08-09,D018,M03,Breakdown,F006,3,7.5,11250,1,Fixed
SJ0009805,MC00388,2025-08-09,D020,M01,Breakdown,F010,3,2.0,2800,1,Fixed
SJ0009806,MC00396,2025-08-09,D024,M04,Breakdown,F006,4,9.1,12740,1,Fixed
SJ0009807,MC00514,2025-08-09,D038,M03,Breakdown,F006,6,3.9,5850,1,Fixed
SJ0009808,MC00609,2025-08-09,D022,M01,Breakdown,F003,1,3.3,4620,1,Fixed
SJ0009809,MC00774,2025-08-09,D009,M04,Preventive,,1,3.3,4620,1,Fixed
SJ0009810,MC00774,2025-08-09,D009,M04,Inspection,,0,2.2,3080,1,Fixed
SJ0009811,MC00775,2025-08-09,D010,M01,Preventive,,0,1.4,2100,1,Fixed
SJ0009812,MC00775,2025-08-09,D010,M01,Inspection,,0,0.5,750,1,Fixed
SJ0009813,MC00934,2025-08-09,D040,M01,Preventive,,0,1.0,1500,1,Fixed
SJ0009814,MC00934,2025-08-09,D040,M01,Inspection,,0,1.3,1950,1,Fixed
SJ0009815,MC01053,2025-08-09,D023,M04,Breakdown,F008,5,7.4,9620,1,Fixed
SJ0009816,MC01083,2025-08-09,D019,M01,Preventive,,0,3.0,4500,0,Fixed
SJ0009817,MC01125,2025-08-09,D017,M04,Breakdown,F009,4,1.0,1500,1,Fixed
SJ0009818,MC01323,2025-08-09,D021,M05,Breakdown,F010,1,3.0,4200,1,Fixed
SJ0009819,MC00084,2025-08-10,D025,M04,Breakdown,F009,2,1.7,2380,1,Fixed
SJ0009820,MC00499,2025-08-10,D008,M06,Breakdown,F010,1,1.7,2380,1,Fixed
SJ0009821,MC00515,2025-08-10,D003,M05,Breakdown,F010,1,2.1,3150,1,Fixed
SJ0009822,MC00565,2025-08-10,D022,M04,Preventive,,0,3.2,4480,1,Fixed
SJ0009823,MC00579,2025-08-10,D013,M01,Preventive,,0,2.5,3250,1,Fixed
SJ0009824,MC00579,2025-08-10,D013,M01,Inspection,,0,0.6,780,1,Fixed
SJ0009825,MC01003,2025-08-10,D022,M05,Breakdown,F010,1,2.1,2940,1,Fixed
SJ0009826,MC01344,2025-08-10,D007,M05,Preventive,,0,1.0,1400,1,Fixed
SJ0009827,MC01344,2025-08-10,D007,M05,Inspection,,0,0.9,1260,1,Fixed
SJ0009828,MC00046,2025-08-11,D034,M01,Breakdown,F003,2,2.5,3250,1,Fixed
SJ0009829,MC00090,2025-08-11,D002,M01,Breakdown,F003,2,1.7,2380,1,Fixed
SJ0009830,MC00130,2025-08-11,D012,M02,Preventive,,0,2.0,2600,0,Fixed
SJ0009831,MC00130,2025-08-11,D012,M02,Inspection,,0,1.1,1430,0,Fixed
SJ0009832,MC00198,2025-08-11,D001,M05,Preventive,,0,1.8,2700,0,Fixed
SJ0009833,MC00198,2025-08-11,D001,M05,Inspection,,0,2.4,3600,0,Fixed
SJ0009834,MC00481,2025-08-11,D008,M03,Preventive,,1,4.8,6720,0,Fixed
SJ0009835,MC00481,2025-08-11,D008,M03,Inspection,,0,0.9,1260,0,Fixed
SJ0009836,MC00611,2025-08-11,D040,M02,Breakdown,F009,2,2.0,3000,1,Fixed
SJ0009837,MC00611,2025-08-11,D040,M02,Preventive,,0,2.4,3600,1,Fixed
SJ0009838,MC00817,2025-08-11,D031,M01,Preventive,,0,2.3,2990,0,Fixed
SJ0009839,MC00855,2025-08-11,D028,M02,Breakdown,F010,2,4.2,5460,1,Fixed
SJ0009840,MC00861,2025-08-11,D024,M04,Preventive,,0,3.2,4480,1,Fixed
SJ0009841,MC00861,2025-08-11,D024,M04,Inspection,,0,2.0,2800,1,Fixed
SJ0009842,MC00948,2025-08-11,D007,M06,Breakdown,F006,5,2.7,3780,1,Fixed
SJ0009843,MC01161,2025-08-11,D035,M01,Breakdown,F003,3,1.0,1400,1,Repeat
SJ0009844,MC01345,2025-08-11,D005,M02,Breakdown,F008,6,6.8,9520,1,Fixed
SJ0009845,MC00356,2025-08-12,D026,M01,Breakdown,F010,1,1.4,1960,1,Fixed
SJ0009846,MC00378,2025-08-12,D031,M04,Preventive,,0,3.0,3900,0,Fixed
SJ0009847,MC00378,2025-08-12,D031,M04,Inspection,,0,1.2,1560,0,Fixed
SJ0009848,MC00866,2025-08-12,D024,M01,Breakdown,F009,2,2.9,4060,1,Fixed
SJ0009849,MC00942,2025-08-12,D033,M01,Breakdown,F010,2,3.5,5250,1,Fixed
SJ0009850,MC01399,2025-08-12,D038,M01,Breakdown,F009,1,2.8,4200,1,Fixed
SJ0009851,MC01463,2025-08-12,D030,M03,Breakdown,F009,2,4.2,5460,1,Fixed
SJ0009852,MC00032,2025-08-13,D031,M03,Preventive,,0,4.4,5720,0,Fixed
SJ0009853,MC00081,2025-08-13,D007,M03,Breakdown,F010,2,2.4,3360,1,Fixed
SJ0009854,MC00361,2025-08-13,D036,M02,Preventive,,0,2.7,3780,1,Fixed
SJ0009855,MC00361,2025-08-13,D036,M02,Inspection,,0,1.6,2240,1,Fixed
SJ0009856,MC00503,2025-08-13,D031,M03,Preventive,,0,2.7,3510,1,Fixed
SJ0009857,MC00527,2025-08-13,D029,M01,Breakdown,F003,3,3.7,5550,1,Repeat
